helysegnev;tipus;megye;Járás neve;Járás székhelye;terulet;lakossag;lakosokszama
Bordány;nagyközség;Csongrád-Csanád;Mórahalmi;Mórahalom;3 648;3224;1522
Borgáta;község;Vas;Celldömölki;Celldömölk;621;223;138
Borjád;község;Baranya;Bólyi;Bóly;1 559;381;155
Borota;község;Bács-Kiskun;Jánoshalmai;Jánoshalma;8 180;1112;758
Borsfa;község;Zala;Letenyei;Letenye;1 183;674;290
Borsodbóta;község;Borsod-Abaúj-Zemplén;Ózdi;Ózd;813;785;324
Borsodgeszt;község;Borsod-Abaúj-Zemplén;Mezőkövesdi;Mezőkövesd;1 506;276;164
Borsodivánka;község;Borsod-Abaúj-Zemplén;Mezőkövesdi;Mezőkövesd;1 589;629;248
Borsodnádasd;város;Borsod-Abaúj-Zemplén;Ózdi;Ózd;2 808;2852;1333
Borsodszentgyörgy;község;Borsod-Abaúj-Zemplén;Ózdi;Ózd;2 152;1041;467
Borsodszirák;község;Borsod-Abaúj-Zemplén;Edelényi;Edelény;1 101;1188;379
Borsosberény;község;Nógrád;Rétsági;Rétság;2 026;871;381
Borszörcsök;község;Veszprém;Devecseri;Devecser;1 180;353;161
Borzavár;község;Veszprém;Zirci;Zirc;1 300;749;334
Bosta;község;Baranya;Pécsi;Pécs;595;116;50
Botpalád;község;Szabolcs-Szatmár-Bereg;Fehérgyarmati;Fehérgyarmat;1 650;622;231
Botykapeterd;község;Baranya;Szigetvári;Szigetvár;1 743;311;131
Bozzai;község;Vas;Szombathelyi;Szombathely;443;291;119
Bozsok;község;Vas;Kőszegi;Kőszeg;2 091;367;150
Bózsva;község;Borsod-Abaúj-Zemplén;Sátoraljaújhelyi;Sátoraljaújhely;1 639;195;113
Bő;község;Vas;Sárvári;Sárvár;1 065;715;315
Bőcs;község;Borsod-Abaúj-Zemplén;Miskolci;Miskolc;2 432;2641;934
Böde;község;Zala;Zalaegerszegi;Zalaegerszeg;917;270;112
Bödeháza;község;Zala;Lenti;Lenti;667;47;56
Bögöt;község;Vas;Sárvári;Sárvár;499;381;178
Bögöte;község;Vas;Sárvári;Sárvár;2 074;313;163
Böhönye;község;Somogy;Marcali;Marcali;6 417;2158;942
Bököny;község;Szabolcs-Szatmár-Bereg;Nagykállói;Nagykálló;3 547;2892;1168
Bölcske;község;Tolna;Paksi;Paks;5 878;2593;1240
Bőny;község;Győr-Moson-Sopron;Győri;Győr;5 042;2239;863
Börcs;község;Győr-Moson-Sopron;Győri;Győr;1 276;1374;501
Börzönce;község;Zala;Nagykanizsai;Nagykanizsa;560;44;35
Bősárkány;nagyközség;Győr-Moson-Sopron;Csornai;Csorna;2 332;2186;829
Bőszénfa;község;Somogy;Kaposvári;Kaposvár;4 295;469;194
Bucsa;község;Békés;Szeghalmi;Szeghalom;5 582;2035;934
Bucsu;község;Vas;Szombathelyi;Szombathely;1 654;581;209
Búcsúszentlászló;község;Zala;Zalaegerszegi;Zalaegerszeg;154;726;276
Bucsuta;község;Zala;Letenyei;Letenye;1 618;207;104
Budajenő;község;Pest;Budakeszi;Budakeszi;1 242;2403;803
Budakalász;város;Pest;Szentendrei;Szentendre;1 517;12013;4532
Budakeszi;város;Pest;Budakeszi;Budakeszi;3 710;15473;6035
Budaörs;város;Pest;Budakeszi;Budakeszi;2 359;29397;11306
Budapest;főváros ;;;;52 513;1671004;963103
Bugac;nagyközség;Bács-Kiskun;Kiskunfélegyházi;Kiskunfélegyháza;13 111;2592;1416
Bugacpusztaháza;község;Bács-Kiskun;Kiskunfélegyházi;Kiskunfélegyháza;4 300;270;129
Bugyi;nagyközség;Pest;Dabasi;Dabas;11 537;5265;2205
Buj;község;Szabolcs-Szatmár-Bereg;Ibrányi;Ibrány;3 277;2192;914
Buják;község;Nógrád;Pásztói;Pásztó;5 304;1954;918
Buzsák;község;Somogy;Fonyódi;Fonyód;5 968;1383;692
Bük;város;Vas;Kőszegi;Kőszeg;2 086;3803;1816
Bükkábrány;község;Borsod-Abaúj-Zemplén;Mezőkövesdi;Mezőkövesd;1 802;1571;688
Bükkaranyos;község;Borsod-Abaúj-Zemplén;Miskolci;Miskolc;2 620;1496;535
Bükkmogyorósd;község;Borsod-Abaúj-Zemplén;Ózdi;Ózd;990;119;106
Bükkösd;község;Baranya;Szentlőrinci;Szentlőrinc;3 015;1009;450
Bükkszék;község;Heves;Pétervásárai;Pétervására;1 530;653;432
Bükkszenterzsébet;község;Heves;Pétervásárai;Pétervására;2 486;959;457
Bükkszentkereszt;község;Borsod-Abaúj-Zemplén;Miskolci;Miskolc;2 697;1133;582
Bükkszentmárton;község;Heves;Bélapátfalvai;Bélapátfalva;826;306;121
Bükkzsérc;község;Borsod-Abaúj-Zemplén;Mezőkövesdi;Mezőkövesd;3 724;910;507
Bürüs;község;Baranya;Szigetvári;Szigetvár;1 630;73;37
Büssü;község;Somogy;Kaposvári;Kaposvár;1 719;344;138
Büttös;község;Borsod-Abaúj-Zemplén;Encsi;Encs;1 818;146;97
Cák;község;Vas;Kőszegi;Kőszeg;648;293;146
Cakóháza;község;Győr-Moson-Sopron;Csornai;Csorna;288;62;31
Cece;nagyközség;Fejér;Sárbogárdi;Sárbogárd;5 885;2529;1104
Cégénydányád;község;Szabolcs-Szatmár-Bereg;Fehérgyarmati;Fehérgyarmat;1 208;606;273
Cegléd;város;Pest;Ceglédi;Cegléd;24 490;36344;16258
Ceglédbercel;község;Pest;Ceglédi;Cegléd;2 815;4221;1698
Celldömölk;város;Vas;Celldömölki;Celldömölk;5 239;9860;4688
Cered;község;Nógrád;Salgótarjáni;Salgótarján;3 858;988;548
Chernelházadamonya;község;Vas;Sárvári;Sárvár;785;209;105
Cibakháza;nagyközség;Jász-Nagykun-Szolnok;Kunszentmártoni;Kunszentmárton;3 821;3578;1875
Cigánd;város;Borsod-Abaúj-Zemplén;Cigándi;Cigánd;5 676;2948;1076
Cikó;község;Tolna;Bonyhádi;Bonyhád;1 986;848;355
Cirák;község;Győr-Moson-Sopron;Kapuvári;Kapuvár;1 176;530;263
Cún;község;Baranya;Siklósi;Siklós;1 843;195;88
Csabacsűd;nagyközség;Békés;Szarvasi;Szarvas;6 685;1593;838
Csabaszabadi;község;Békés;Békéscsabai;Békéscsaba;3 271;274;151
Csabdi;község;Fejér;Bicskei;Bicske;1 702;1327;460
Csabrendek;nagyközség;Veszprém;Sümegi;Sümeg;4 493;2905;1093
Csáfordjánosfa;község;Győr-Moson-Sopron;Soproni;Sopron;528;229;102
Csaholc;község;Szabolcs-Szatmár-Bereg;Fehérgyarmati;Fehérgyarmat;1 935;494;178
Csajág;község;Veszprém;Balatonalmádi;Balatonalmádi;2 229;786;355
Csákány;község;Somogy;Marcali;Marcali;1 609;307;179
Csákánydoroszló;község;Vas;Körmendi;Körmend;2 661;1678;611
Csákberény;község;Fejér;Móri;Mór;4 137;1153;531
Csákvár;város;Fejér;Bicskei;Bicske;11 876;5438;2085
Csanádalberti;község;Csongrád-Csanád;Makói;Makó;1 532;430;236
Csanádapáca;község;Békés;Orosházi;Orosháza;5 130;2334;1318
Csanádpalota;város;Csongrád-Csanád;Makói;Makó;7 797;2487;1538
Csánig;község;Vas;Sárvári;Sárvár;819;355;174
Csány;község;Heves;Hatvani;Hatvan;4 789;2062;973
Csányoszró;község;Baranya;Sellyei;Sellye;2 856;559;252
Csanytelek;község;Csongrád-Csanád;Csongrádi;Csongrád;3 471;2537;1252
Csapi;község;Zala;Nagykanizsai;Nagykanizsa;1 011;191;99
Csapod;község;Győr-Moson-Sopron;Soproni;Sopron;2 917;566;286
Csárdaszállás;község;Békés;Gyomaendrődi;Gyomaendrőd;5 416;379;217
Csarnóta;község;Baranya;Siklósi;Siklós;533;133;55
Csaroda;község;Szabolcs-Szatmár-Bereg;Vásárosnaményi;Vásárosnamény;2 468;556;247
Császár;község;Komárom-Esztergom;Kisbéri;Kisbér;6 781;1820;735
Császártöltés;község;Bács-Kiskun;Kiskőrösi;Kiskőrös;8 206;2115;1030
Császló;község;Szabolcs-Szatmár-Bereg;Fehérgyarmati;Fehérgyarmat;1 018;321;148
Csátalja;község;Bács-Kiskun;Bajai;Baja;3 905;1249;653
Csatár;község;Zala;Zalaegerszegi;Zalaegerszeg;779;546;209
Csataszög;község;Jász-Nagykun-Szolnok;Szolnoki;Szolnok;1 121;304;128
Csatka;község;Komárom-Esztergom;Kisbéri;Kisbér;1 777;236;177
Csávoly;község;Bács-Kiskun;Bajai;Baja;4 742;1614;814
Csebény;község;Baranya;Szigetvári;Szigetvár;376;76;49
Csécse;község;Nógrád;Pásztói;Pásztó;2 173;801;411
Csegöld;község;Szabolcs-Szatmár-Bereg;Fehérgyarmati;Fehérgyarmat;1 935;620;261
Csehbánya;község;Veszprém;Ajkai;Ajka;1 283;293;132
Csehi;község;Vas;Vasvári;Vasvár;934;234;144
Csehimindszent;község;Vas;Vasvári;Vasvár;1 543;331;168
Csém;község;Komárom-Esztergom;Komáromi;Komárom;628;402;152
Csemő;község;Pest;Ceglédi;Cegléd;7 944;4414;1751
Csempeszkopács;község;Vas;Szombathelyi;Szombathely;540;322;121
Csengele;község;Csongrád-Csanád;Kisteleki;Kistelek;6 066;1748;957
Csenger;város;Szabolcs-Szatmár-Bereg;Csengeri;Csenger;3 616;4395;1939
Csengersima;község;Szabolcs-Szatmár-Bereg;Csengeri;Csenger;2 380;657;302
Csengerújfalu;község;Szabolcs-Szatmár-Bereg;Csengeri;Csenger;2 561;704;327
Csengőd;község;Bács-Kiskun;Kiskőrösi;Kiskőrös;4 889;2003;1081
Csénye;község;Vas;Sárvári;Sárvár;1 912;643;295
Csenyéte;község;Borsod-Abaúj-Zemplén;Encsi;Encs;997;526;72
Csép;község;Komárom-Esztergom;Kisbéri;Kisbér;2 004;341;155
Csépa;község;Jász-Nagykun-Szolnok;Kunszentmártoni;Kunszentmárton;2 967;1547;789
Csepreg;város;Vas;Kőszegi;Kőszeg;4 954;3176;1255
Csér;község;Győr-Moson-Sopron;Soproni;Sopron;293;24;27
Cserdi;község;Baranya;Szentlőrinci;Szentlőrinc;646;379;159
Cserénfa;község;Somogy;Kaposvári;Kaposvár;1 775;217;87
Cserépfalu;község;Borsod-Abaúj-Zemplén;Mezőkövesdi;Mezőkövesd;4 465;950;616
Cserépváralja;község;Borsod-Abaúj-Zemplén;Mezőkövesdi;Mezőkövesd;1 462;347;218
Cserháthaláp;község;Nógrád;Balassagyarmati;Balassagyarmat;1 047;356;172
Cserhátsurány;község;Nógrád;Balassagyarmati;Balassagyarmat;1 880;682;365
Cserhátszentiván;község;Nógrád;Pásztói;Pásztó;1 066;108;114
Cserkeszőlő;község;Jász-Nagykun-Szolnok;Kunszentmártoni;Kunszentmárton;3 070;2112;1558
Cserkút;község;Baranya;Pécsi;Pécs;667;630;223
Csernely;község;Borsod-Abaúj-Zemplén;Ózdi;Ózd;2 062;719;383
Cserszegtomaj;község;Zala;Keszthelyi;Keszthely;1 260;3388;1565
Csertalakos;község;Zala;Zalaegerszegi;Zalaegerszeg;199;23;25
Csertő;község;Baranya;Szigetvári;Szigetvár;1 425;388;171
Csesznek;község;Veszprém;Zirci;Zirc;2 421;458;228
Csesztreg;község;Zala;Lenti;Lenti;2 300;783;362
Csesztve;község;Nógrád;Balassagyarmati;Balassagyarmat;1 625;336;179
Csetény;község;Veszprém;Zirci;Zirc;1 837;1775;703
Csévharaszt;község;Pest;Monori;Monor;4 923;2097;757
Csibrák;község;Tolna;Dombóvári;Dombóvár;1 462;264;126
Csikéria;község;Bács-Kiskun;Bácsalmási;Bácsalmás;2 584;650;447
Csikóstőttős;község;Tolna;Dombóvári;Dombóvár;1 770;741;354
Csikvánd;község;Győr-Moson-Sopron;Téti;Tét;1 453;491;223
Csincse;község;Borsod-Abaúj-Zemplén;Mezőkövesdi;Mezőkövesd;1 134;501;212
Csipkerek;község;Vas;Vasvári;Vasvár;1 313;391;228
Csitár;község;Nógrád;Balassagyarmati;Balassagyarmat;1 685;370;193
Csobád;község;Borsod-Abaúj-Zemplén;Encsi;Encs;1 183;680;260
Csobaj;község;Borsod-Abaúj-Zemplén;Tokaji;Tokaj;1 961;614;324
Csobánka;község;Pest;Szentendrei;Szentendre;2 276;3609;1252
Csókakő;község;Fejér;Móri;Mór;1 092;1558;633
Csokonyavisonta;község;Somogy;Barcsi;Barcs;8 129;1522;690
Csokvaomány;község;Borsod-Abaúj-Zemplén;Ózdi;Ózd;1 500;729;400
Csolnok;község;Komárom-Esztergom;Esztergomi;Esztergom;1 871;3079;1278
Csólyospálos;község;Bács-Kiskun;Kiskunmajsai;Kiskunmajsa;6 510;1431;894
Csoma;község;Somogy;Kaposvári;Kaposvár;843;403;178
Csomád;község;Pest;Dunakeszi;Dunakeszi;1 238;1802;677
Csombárd;község;Somogy;Kaposvári;Kaposvár;899;263;110
Csongrád;város;Csongrád-Csanád;Csongrádi;Csongrád;17 389;15454;8466
Csonkahegyhát;község;Zala;Zalaegerszegi;Zalaegerszeg;828;322;144
Csonkamindszent;község;Baranya;Szentlőrinci;Szentlőrinc;553;185;62
Csopak;község;Veszprém;Balatonfüredi;Balatonfüred;2 398;2142;1136
Csór;község;Fejér;Székesfehérvári;Székesfehérvár;4 149;1939;906
Csorna;város;Győr-Moson-Sopron;Csornai;Csorna;9 195;9680;4365
Csorvás;város;Békés;Békéscsabai;Békéscsaba;9 018;4441;2328
Csót;község;Veszprém;Pápai;Pápa;2 002;901;361
Csöde;község;Zala;Zalaegerszegi;Zalaegerszeg;1 061;82;56
Csögle;község;Veszprém;Devecseri;Devecser;1 691;512;295
Csökmő;nagyközség;Hajdú-Bihar;Berettyóújfalui;Berettyóújfalu;6 897;1690;840
Csököly;község;Somogy;Kaposvári;Kaposvár;2 984;960;388
Csömend;község;Somogy;Marcali;Marcali;866;269;133
Csömödér;község;Zala;Lenti;Lenti;779;543;262
Csömör;nagyközség;Pest;Gödöllői;Gödöllő;2 271;10215;3634
Csönge;község;Vas;Celldömölki;Celldömölk;2 527;342;191
Csörnyeföld;község;Zala;Letenyei;Letenye;2 121;365;205
Csörög;község;Pest;Váci;Vác;505;1943;747
Csörötnek;község;Vas;Szentgotthárdi;Szentgotthárd;2 053;782;327
Csősz;község;Fejér;Székesfehérvári;Székesfehérvár;1 711;983;373
Csővár;község;Pest;Váci;Vác;1 717;606;250
Csurgó;város;Somogy;Csurgói;Csurgó;5 942;4392;2054
Csurgónagymarton;község;Somogy;Csurgói;Csurgó;1 482;165;79
Dabas;város;Pest;Dabasi;Dabas;16 599;17527;6875
Dabronc;község;Veszprém;Sümegi;Sümeg;2 028;397;183
Dabrony;község;Veszprém;Devecseri;Devecser;1 700;395;187
Dad;község;Komárom-Esztergom;Oroszlányi;Oroszlány;2 375;973;373
Dág;község;Komárom-Esztergom;Esztergomi;Esztergom;1 189;931;408
Dáka;község;Veszprém;Pápai;Pápa;2 540;641;166
Dalmand;község;Tolna;Dombóvári;Dombóvár;4 877;1131;499
Damak;község;Borsod-Abaúj-Zemplén;Edelényi;Edelény;753;224;104
Dámóc;község;Borsod-Abaúj-Zemplén;Cigándi;Cigánd;1 599;300;167
Dánszentmiklós;község;Pest;Ceglédi;Cegléd;3 800;2601;1066
Dány;község;Pest;Gödöllői;Gödöllő;4 301;4499;1596
Daraboshegy;község;Vas;Körmendi;Körmend;459;97;63
Darány;község;Somogy;Barcsi;Barcs;2 810;797;329
Darnó;község;Szabolcs-Szatmár-Bereg;Fehérgyarmati;Fehérgyarmat;464;141;63
Darnózseli;község;Győr-Moson-Sopron;Mosonmagyaróvári;Mosonmagyaróvár;1 961;1615;616
Daruszentmiklós;község;Fejér;Dunaújvárosi;Dunaújváros;1 912;1072;550
Darvas;község;Hajdú-Bihar;Berettyóújfalui;Berettyóújfalu;4 231;472;274
Dávod;község;Bács-Kiskun;Bajai;Baja;6 921;1784;1075
Debercsény;község;Nógrád;Balassagyarmati;Balassagyarmat;543;91;52
Debrecen;megyeszékhely, megyei jogú város;Hajdú-Bihar;Debreceni;Debrecen;46 166;201582;100040
Debréte;község;Borsod-Abaúj-Zemplén;Edelényi;Edelény;962;15;29
Decs;nagyközség;Tolna;Szekszárdi;Szekszárd;9 467;3795;1523
Dédestapolcsány;község;Borsod-Abaúj-Zemplén;Kazincbarcikai;Kazincbarcika;2 943;1304;738
Dég;község;Fejér;Enyingi;Enying;4 689;1971;877
Dejtár;község;Nógrád;Balassagyarmati;Balassagyarmat;2 142;1324;555
Délegyháza;község;Pest;Szigetszentmiklósi;Szigetszentmiklós;2 560;5812;2246
Demecser;város;Szabolcs-Szatmár-Bereg;Kemecsei;Kemecse;3 700;3895;1455
Demjén;község;Heves;Egri;Eger;2 508;916;330
Dencsháza;község;Baranya;Szigetvári;Szigetvár;1 398;519;206
Dénesfa;község;Győr-Moson-Sopron;Kapuvári;Kapuvár;1 754;396;173
Derecske;város;Hajdú-Bihar;Derecskei;Derecske;10 359;8416;3395
Derekegyház;község;Csongrád-Csanád;Szentesi;Szentes;5 378;1382;661
Deszk;község;Csongrád-Csanád;Szegedi;Szeged;5 205;3834;1478
Detek;község;Borsod-Abaúj-Zemplén;Encsi;Encs;968;252;124
Detk;község;Heves;Gyöngyösi;Gyöngyös;2 808;1086;524
Dévaványa;város;Békés;Gyomaendrődi;Gyomaendrőd;21 655;6719;3205
Devecser;város;Veszprém;Devecseri;Devecser;6 411;4200;1768
Dinnyeberki;község;Baranya;Szentlőrinci;Szentlőrinc;856;89;40
Diósberény;község;Tolna;Tamási;Tamási;1 775;260;181
Diósd;város;Pest;Érdi;Érd;575;11484;4268
Diósjenő;község;Nógrád;Rétsági;Rétság;5 750;2888;1185
Dióskál;község;Zala;Keszthelyi;Keszthely;1 963;420;258
Diósviszló;község;Baranya;Siklósi;Siklós;1 581;623;248
Doba;község;Veszprém;Devecseri;Devecser;2 122;450;263
Doboz;nagyközség;Békés;Békéscsabai;Békéscsaba;5 447;3934;1893
Dobri;község;Zala;Lenti;Lenti;789;138;102
Dobronhegy;község;Zala;Zalaegerszegi;Zalaegerszeg;215;159;79
Dóc;község;Csongrád-Csanád;Szegedi;Szeged;4 943;661;288
Domaháza;község;Borsod-Abaúj-Zemplén;Ózdi;Ózd;2 882;796;312
Domaszék;község;Csongrád-Csanád;Szegedi;Szeged;5 215;4769;2142
Dombegyház;nagyközség;Békés;Mezőkovácsházai;Mezőkovácsháza;5 794;1661;1012
Dombiratos;község;Békés;Mezőkovácsházai;Mezőkovácsháza;1 830;467;394
Dombóvár;város;Tolna;Dombóvári;Dombóvár;7 848;17300;8859
Dombrád;város;Szabolcs-Szatmár-Bereg;Kisvárdai;Kisvárda;5 184;3637;1336
Domony;község;Pest;Aszódi;Aszód;2 180;2181;877
Domoszló;község;Heves;Gyöngyösi;Gyöngyös;4 022;1828;960
Dormánd;község;Heves;Füzesabonyi;Füzesabony;2 006;935;376
Dorog;város;Komárom-Esztergom;Esztergomi;Esztergom;1 154;11424;5205
Dorogháza;község;Nógrád;Bátonyterenyei;Bátonyterenye;1 768;976;564
Dozmat;község;Vas;Szombathelyi;Szombathely;854;312;122
Döbörhegy;község;Vas;Körmendi;Körmend;1 175;131;108
Döbröce;község;Zala;Zalaszentgróti;Zalaszentgrót;270;95;51
Döbrököz;község;Tolna;Dombóvári;Dombóvár;4 313;1867;942
Döbrönte;község;Veszprém;Pápai;Pápa;1 079;268;130
Döge;község;Szabolcs-Szatmár-Bereg;Kisvárdai;Kisvárda;1 654;2055;734
Dömös;község;Komárom-Esztergom;Esztergomi;Esztergom;2 401;1147;478
Dömsöd;nagyközség;Pest;Ráckevei;Ráckeve;7 242;6074;2657
Dör;község;Győr-Moson-Sopron;Csornai;Csorna;1 101;634;225
Dörgicse;község;Veszprém;Balatonfüredi;Balatonfüred;1 911;295;173
Döröske;község;Vas;Körmendi;Körmend;440;124;87
Dötk;község;Zala;Zalaszentgróti;Zalaszentgrót;172;47;24
Dövény;község;Borsod-Abaúj-Zemplén;Putnoki;Putnok;1 165;272;118
Drágszél;község;Bács-Kiskun;Kalocsai;Kalocsa;1 259;288;148
Drávacsehi;község;Baranya;Siklósi;Siklós;740;148;74
Drávacsepely;község;Baranya;Siklósi;Siklós;660;192;89
Drávafok;község;Baranya;Sellyei;Sellye;2 390;451;210
Drávagárdony;község;Somogy;Barcsi;Barcs;627;149;59
Drávaiványi;község;Baranya;Sellyei;Sellye;1 101;167;82
Drávakeresztúr;község;Baranya;Sellyei;Sellye;1 297;112;98
Drávapalkonya;község;Baranya;Siklósi;Siklós;1 013;262;107
Drávapiski;község;Baranya;Siklósi;Siklós;491;98;42
Drávaszabolcs;község;Baranya;Siklósi;Siklós;1 122;706;287
Drávaszerdahely;község;Baranya;Siklósi;Siklós;624;156;76
Drávasztára;község;Baranya;Sellyei;Sellye;1 818;367;216
Drávatamási;község;Somogy;Barcsi;Barcs;845;327;103
Drégelypalánk;község;Nógrád;Balassagyarmati;Balassagyarmat;2 218;1378;631
Dubicsány;község;Borsod-Abaúj-Zemplén;Putnoki;Putnok;1 300;246;115
Dudar;község;Veszprém;Zirci;Zirc;2 458;1617;653
Duka;község;Vas;Celldömölki;Celldömölk;1 524;228;157
Dunaalmás;község;Komárom-Esztergom;Tatai;Tata;1 483;1727;732
Dunabogdány;község;Pest;Szentendrei;Szentendre;2 550;3315;1439
Dunaegyháza;község;Bács-Kiskun;Kunszentmiklósi;Kunszentmiklós;1 012;1458;723
Dunafalva;község;Bács-Kiskun;Bajai;Baja;5 790;837;567
Dunaföldvár;város;Tolna;Paksi;Paks;11 142;8176;4009
Dunaharaszti;város;Pest;Szigetszentmiklósi;Szigetszentmiklós;2 917;23637;9067
Dunakeszi;város;Pest;Dunakeszi;Dunakeszi;3 106;43061;18561
Dunakiliti;község;Győr-Moson-Sopron;Mosonmagyaróvári;Mosonmagyaróvár;3 363;2176;872
Dunapataj;nagyközség;Bács-Kiskun;Kalocsai;Kalocsa;9 047;3017;1635
Dunaremete;község;Győr-Moson-Sopron;Mosonmagyaróvári;Mosonmagyaróvár;436;272;114
Dunaszeg;község;Győr-Moson-Sopron;Győri;Győr;1 726;2309;855
Dunaszekcső;község;Baranya;Mohácsi;Mohács;3 675;1733;922
Dunaszentbenedek;község;Bács-Kiskun;Kalocsai;Kalocsa;2 324;714;415
Dunaszentgyörgy;község;Tolna;Paksi;Paks;3 763;2434;1042
Dunaszentmiklós;község;Komárom-Esztergom;Tatai;Tata;778;544;264
Dunaszentpál;község;Győr-Moson-Sopron;Győri;Győr;981;740;278
Dunasziget;község;Győr-Moson-Sopron;Mosonmagyaróvári;Mosonmagyaróvár;3 589;1827;742
Dunatetétlen;község;Bács-Kiskun;Kalocsai;Kalocsa;4 319;510;256
Dunaújváros;megyei jogú város;Fejér;Dunaújvárosi;Dunaújváros;5 283;41873;23048
Dunavarsány;város;Pest;Szigetszentmiklósi;Szigetszentmiklós;2 252;8799;3307
Dunavecse;város;Bács-Kiskun;Kunszentmiklósi;Kunszentmiklós;6 677;3868;1681
Dusnok;község;Bács-Kiskun;Kalocsai;Kalocsa;5 747;2671;1234
Dúzs;község;Tolna;Tamási;Tamási;1 127;224;110
Ebergőc;község;Győr-Moson-Sopron;Soproni;Sopron;502;144;83
Ebes;község;Hajdú-Bihar;Hajdúszoboszlói;Hajdúszoboszló;7 730;4619;1692
Écs;község;Győr-Moson-Sopron;Pannonhalmi;Pannonhalma;1 984;2241;851
Ecséd;község;Heves;Hatvani;Hatvan;4 160;3067;1405
Ecseg;község;Nógrád;Pásztói;Pásztó;2 410;1175;512
Ecsegfalva;község;Békés;Gyomaendrődi;Gyomaendrőd;7 899;1064;504
Ecseny;község;Somogy;Kaposvári;Kaposvár;1 292;201;152
Ecser;nagyközség;Pest;Vecsési;Vecsés;1 310;4114;1653
Edde;község;Somogy;Kaposvári;Kaposvár;851;164;83
Edelény;város;Borsod-Abaúj-Zemplén;Edelényi;Edelény;5 682;9259;3474
Edve;község;Győr-Moson-Sopron;Kapuvári;Kapuvár;505;106;72
Eger;megyeszékhely, megyei jogú város;Heves;Egri;Eger;9 221;50018;27217
Egerág;község;Baranya;Pécsi;Pécs;1 301;933;354
Egeralja;község;Veszprém;Devecseri;Devecser;894;209;112
Egeraracsa;község;Zala;Keszthelyi;Keszthely;703;305;167
Egerbakta;község;Heves;Egri;Eger;3 237;1420;525
Egerbocs;község;Heves;Egri;Eger;1 595;489;266
Egercsehi;község;Heves;Egri;Eger;1 039;1256;635
Egerfarmos;község;Heves;Füzesabonyi;Füzesabony;2 380;678;320
Egerlövő;község;Borsod-Abaúj-Zemplén;Mezőkövesdi;Mezőkövesd;1 978;484;279
Egerszalók;község;Heves;Egri;Eger;2 311;1964;810
Egerszólát;község;Heves;Egri;Eger;2 610;1037;447
Égerszög;község;Borsod-Abaúj-Zemplén;Edelényi;Edelény;1 077;44;46
Egervár;község;Zala;Zalaegerszegi;Zalaegerszeg;1 028;1067;396
Egervölgy;község;Vas;Vasvári;Vasvár;886;343;219
Egyed;község;Győr-Moson-Sopron;Csornai;Csorna;1 343;480;229
Egyek;nagyközség;Hajdú-Bihar;Balmazújvárosi;Balmazújváros;10 475;4849;2175
Egyházasdengeleg;község;Nógrád;Pásztói;Pásztó;1 574;392;214
Egyházasfalu;község;Győr-Moson-Sopron;Soproni;Sopron;2 164;861;353
Egyházasgerge;község;Nógrád;Salgótarjáni;Salgótarján;1 537;681;359
Egyházasharaszti;község;Baranya;Siklósi;Siklós;1 099;318;124
Egyházashetye;község;Vas;Celldömölki;Celldömölk;1 320;290;178
Egyházashollós;község;Vas;Körmendi;Körmend;1 904;528;261
Egyházaskesző;község;Veszprém;Pápai;Pápa;2 012;477;234
